PACKAGE_NAME,VERSION,LANGUAGE,RUNTIME_VERSION
aiosignal,1.4.0,python,3.9
aiosqlite,0.18.0,python,3.10
aiosqlite,0.18.0,python,3.11
aiosqlite,0.18.0,python,3.12
aiosqlite,0.18.0,python,3.13
aiosqlite,0.18.0,python,3.8
aiosqlite,0.18.0,python,3.9
aiosqlite,0.21.0,python,3.10
aiosqlite,0.21.0,python,3.11
aiosqlite,0.21.0,python,3.12
aiosqlite,0.21.0,python,3.13
aiosqlite,0.21.0,python,
aiosqlite,0.21.0,python,3.9
aiosqlite,0.22.1,python,3.10
aiosqlite,0.22.1,python,3.11
aiosqlite,0.22.1,python,3.12
aiosqlite,0.22.1,python,3.13
aiosqlite,0.22.1,python,
airportsdata,20250909,python,3.10
airportsdata,20250909,python,3.11
airportsdata,20250909,python,3.12
airportsdata,20250909,python,3.13
airportsdata,20250909,python,
alabaster,0.7.16,python,3.10
alabaster,0.7.16,python,3.11
alabaster,0.7.16,python,3.12
alabaster,0.7.16,python,3.13
alabaster,0.7.16,python,
alabaster,0.7.16,python,3.9
alabaster,1.0.0,python,3.10
alabaster,1.0.0,python,3.11
alabaster,1.0.0,python,3.12
alabaster,1.0.0,python,3.13
alabaster,1.0.0,python,
alembic,1.13.3,python,3.10
alembic,1.13.3,python,3.11
alembic,1.13.3,python,3.12
alembic,1.13.3,python,3.13
alembic,1.13.3,python,3.8
alembic,1.13.3,python,3.9
alembic,1.15.2,python,3.10
alembic,1.15.2,python,3.11
alembic,1.15.2,python,3.12
alembic,1.15.2,python,3.13
alembic,1.15.2,python,3.9
alembic,1.16.2,python,3.10
alembic,1.16.2,python,3.11
alembic,1.16.2,python,3.12
alembic,1.16.2,python,3.13
alembic,1.16.2,python,3.9
alembic,1.16.4,python,3.10
alembic,1.16.4,python,3.11
alembic,1.16.4,python,3.12
alembic,1.16.4,python,3.13
alembic,1.16.4,python,3.9
alembic,1.16.5,python,3.10
alembic,1.16.5,python,3.11
alembic,1.16.5,python,3.12
alembic,1.16.5,python,3.13
alembic,1.16.5,python,3.9
alembic,1.17.0,python,3.10
alembic,1.17.0,python,3.11
alembic,1.17.0,python,3.12
alembic,1.17.0,python,3.13
alembic,1.17.0,python,
alembic,1.17.1,python,3.10
alembic,1.17.1,python,3.11
alembic,1.17.1,python,3.12
alembic,1.17.1,python,3.13
alembic,1.17.1,python,
alembic,1.17.2,python,3.10
alembic,1.17.2,python,3.11
alembic,1.17.2,python,3.12
alembic,1.17.2,python,3.13
alembic,1.17.2,python,
alembic,1.18.0,python,3.10
alembic,1.18.0,python,3.11
alembic,1.18.0,python,3.12
alembic,1.18.0,python,3.13
alembic,1.18.3,python,3.10
alembic,1.18.3,python,3.11
alembic,1.18.3,python,3.12
alembic,1.18.3,python,3.13
alembic,1.18.3,python,
alembic,1.18.4,python,3.10
alembic,1.18.4,python,3.11
alembic,1.18.4,python,3.12
alembic,1.18.4,python,3.13
alembic,1.18.4,python,
alembic,1.8.1,python,3.10
alembic,1.8.1,python,3.11
alembic,1.8.1,python,3.12
alembic,1.8.1,python,3.8
alembic,1.8.1,python,3.9
alibi-detect,0.11.4,python,3.10
alibi-detect,0.11.4,python,3.11
alibi-detect,0.11.4,python,3.8
alibi-detect,0.11.4,python,3.9
alive-progress,3.1.5,python,3.10
alive-progress,3.1.5,python,3.11
alive-progress,3.1.5,python,3.12
alive-progress,3.1.5,python,3.8
alive-progress,3.1.5,python,3.9
allure-behave,2.13.2,python,3.10
allure-behave,2.13.2,python,3.11
allure-behave,2.13.2,python,3.8
allure-behave,2.13.2,python,3.9
allure-behave,2.14.0,python,3.10
allure-behave,2.14.0,python,3.11
allure-behave,2.14.0,python,3.9
allure-nose2,2.13.2,python,3.10
allure-nose2,2.13.2,python,3.11
allure-nose2,2.13.2,python,3.12
allure-nose2,2.13.2,python,3.8
allure-nose2,2.13.2,python,3.9
allure-nose2,2.14.0,python,3.10
allure-nose2,2.14.0,python,3.11
allure-nose2,2.14.0,python,3.12
allure-nose2,2.14.0,python,3.13
allure-nose2,2.14.0,python,
allure-nose2,2.14.0,python,3.9
allure-pytest,2.13.2,python,3.10
allure-pytest,2.13.2,python,3.11
allure-pytest,2.13.2,python,3.12
allure-pytest,2.13.2,python,3.8
allure-pytest,2.13.2,python,3.9
allure-pytest,2.14.0,python,3.10
allure-pytest,2.14.0,python,3.11
allure-pytest,2.14.0,python,3.12
allure-pytest,2.14.0,python,3.13
allure-pytest,2.14.0,python,3.9
allure-pytest-bdd,2.13.2,python,3.10
allure-pytest-bdd,2.13.2,python,3.11
allure-pytest-bdd,2.13.2,python,3.12
allure-pytest-bdd,2.13.2,python,3.8
allure-pytest-bdd,2.13.2,python,3.9
allure-pytest-bdd,2.14.0,python,3.10
allure-pytest-bdd,2.14.0,python,3.11
allure-pytest-bdd,2.14.0,python,3.12
allure-pytest-bdd,2.14.0,python,3.13
allure-pytest-bdd,2.14.0,python,3.9
allure-python-commons,2.13.2,python,3.10
allure-python-commons,2.13.2,python,3.11
allure-python-commons,2.13.2,python,3.12
allure-python-commons,2.13.2,python,3.8
allure-python-commons,2.13.2,python,3.9
allure-python-commons,2.14.0,python,3.10
allure-python-commons,2.14.0,python,3.11
allure-python-commons,2.14.0,python,3.12
allure-python-commons,2.14.0,python,3.13
allure-python-commons,2.14.0,python,
allure-python-commons,2.14.0,python,3.9
allure-python-commons-test,2.14.0,python,3.10
allure-python-commons-test,2.14.0,python,3.11
allure-python-commons-test,2.14.0,python,3.12
allure-python-commons-test,2.14.0,python,3.13
allure-python-commons-test,2.14.0,python,
allure-python-commons-test,2.14.0,python,3.9
allure-robotframework,2.13.2,python,3.10
allure-robotframework,2.13.2,python,3.11
allure-robotframework,2.13.2,python,3.12
allure-robotframework,2.13.2,python,3.8
allure-robotframework,2.13.2,python,3.9
allure-robotframework,2.14.0,python,3.10
allure-robotframework,2.14.0,python,3.11
allure-robotframework,2.14.0,python,3.12
allure-robotframework,2.14.0,python,3.13
allure-robotframework,2.14.0,python,
allure-robotframework,2.14.0,python,3.9
alsa-lib,1.2.14,python,
alsa-lib,1.2.15.3,python,
altair,4.2.2,python,3.10
altair,4.2.2,python,3.11
altair,4.2.2,python,3.12
altair,4.2.2,python,3.13
altair,4.2.2,python,3.8
altair,4.2.2,python,3.9
altair,5.0.1,python,3.10
altair,5.0.1,python,3.11
altair,5.0.1,python,3.12
altair,5.0.1,python,3.13
altair,5.0.1,python,3.8
altair,5.0.1,python,3.9
altair,5.5.0,python,3.10
altair,5.5.0,python,3.11
altair,5.5.0,python,3.12
altair,5.5.0,python,3.13
altair,5.5.0,python,3.9
altair,6.0.0,python,3.10
altair,6.0.0,python,3.11
altair,6.0.0,python,3.12
altair,6.0.0,python,3.13
altair,6.0.0,python,
altex,0.2.0,python,3.10
altex,0.2.0,python,3.11
altex,0.2.0,python,3.12
altex,0.2.0,python,3.13
altgraph,0.17.3,python,3.10
altgraph,0.17.3,python,3.11
altgraph,0.17.3,python,3.12
altgraph,0.17.3,python,3.13
altgraph,0.17.3,python,3.8
altgraph,0.17.3,python,3.9
altgraph,0.17.4,python,3.10
altgraph,0.17.4,python,3.11
altgraph,0.17.4,python,3.12
altgraph,0.17.4,python,3.13
altgraph,0.17.4,python,
altgraph,0.17.4,python,3.9
amply,0.1.6,python,3.10
amply,0.1.6,python,3.11
amply,0.1.6,python,3.12
amply,0.1.6,python,3.13
amply,0.1.6,python,
amply,0.1.6,python,3.8
amply,0.1.6,python,3.9
amqp,5.3.1,python,3.10
amqp,5.3.1,python,3.11
amqp,5.3.1,python,3.12
amqp,5.3.1,python,3.13
amqp,5.3.1,python,
amqp,5.3.1,python,3.9
anaconda-ai,0.4.1,python,3.10
anaconda-ai,0.4.1,python,3.11
anaconda-ai,0.4.1,python,3.12
anaconda-ai,0.4.1,python,3.13
anaconda-ai,0.4.1,python,
anaconda-ai,0.4.1,python,3.9
anaconda-ai,0.5.0,python,3.10
anaconda-ai,0.5.0,python,3.11
anaconda-ai,0.5.0,python,3.12
anaconda-ai,0.5.0,python,3.13
anaconda-ai,0.5.0,python,
anaconda-anon-usage,0.2.0,python,3.10
anaconda-anon-usage,0.2.0,python,3.11
anaconda-anon-usage,0.2.0,python,3.8
anaconda-anon-usage,0.2.0,python,3.9
anaconda-anon-usage,0.3.0,python,3.10
anaconda-anon-usage,0.3.0,python,3.11
anaconda-anon-usage,0.3.0,python,3.8
anaconda-anon-usage,0.3.0,python,3.9
anaconda-anon-usage,0.4.0,python,3.10
anaconda-anon-usage,0.4.0,python,3.11
anaconda-anon-usage,0.4.0,python,3.8
anaconda-anon-usage,0.4.0,python,3.9
anaconda-anon-usage,0.4.1,python,3.10
anaconda-anon-usage,0.4.1,python,3.11
anaconda-anon-usage,0.4.1,python,3.8
anaconda-anon-usage,0.4.1,python,3.9
anaconda-anon-usage,0.4.2,python,3.10
anaconda-anon-usage,0.4.2,python,3.11
anaconda-anon-usage,0.4.2,python,3.8
anaconda-anon-usage,0.4.2,python,3.9
anaconda-anon-usage,0.4.3,python,3.10
anaconda-anon-usage,0.4.3,python,3.11
anaconda-anon-usage,0.4.3,python,3.12
anaconda-anon-usage,0.4.3,python,3.8
anaconda-anon-usage,0.4.3,python,3.9
anaconda-anon-usage,0.4.4,python,3.10
anaconda-anon-usage,0.4.4,python,3.11
anaconda-anon-usage,0.4.4,python,3.12
anaconda-anon-usage,0.4.4,python,3.8
anaconda-anon-usage,0.4.4,python,3.9
anaconda-anon-usage,0.5.0,python,3.10
anaconda-anon-usage,0.5.0,python,3.11
anaconda-anon-usage,0.5.0,python,3.12
anaconda-anon-usage,0.5.0,python,3.9
anaconda-anon-usage,0.6.1,python,3.10
anaconda-anon-usage,0.6.1,python,3.11
anaconda-anon-usage,0.6.1,python,3.12
anaconda-anon-usage,0.6.1,python,3.9
anaconda-anon-usage,0.7.0,python,3.10
anaconda-anon-usage,0.7.0,python,3.11
anaconda-anon-usage,0.7.0,python,3.12
anaconda-anon-usage,0.7.0,python,3.13
anaconda-anon-usage,0.7.0,python,3.9
anaconda-anon-usage,0.7.1,python,3.10
anaconda-anon-usage,0.7.1,python,3.11
anaconda-anon-usage,0.7.1,python,3.12
anaconda-anon-usage,0.7.1,python,3.13
anaconda-anon-usage,0.7.1,python,3.9
anaconda-anon-usage,0.7.2,python,3.10
anaconda-anon-usage,0.7.2,python,3.11
anaconda-anon-usage,0.7.2,python,3.12
anaconda-anon-usage,0.7.2,python,3.13
anaconda-anon-usage,0.7.2,python,3.9
anaconda-anon-usage,0.7.3,python,3.10
anaconda-anon-usage,0.7.3,python,3.11
anaconda-anon-usage,0.7.3,python,3.12
anaconda-anon-usage,0.7.3,python,3.13
anaconda-anon-usage,0.7.3,python,3.9
anaconda-assistant-conda,0.4.0,python,3.10
anaconda-assistant-conda,0.4.0,python,3.11
anaconda-assistant-conda,0.4.0,python,3.12
anaconda-assistant-conda,0.4.0,python,3.13
anaconda-assistant-conda,0.4.0,python,
anaconda-assistant-conda,0.4.0,python,3.9
anaconda-assistant-sdk,0.4.0,python,3.10
anaconda-assistant-sdk,0.4.0,python,3.11
anaconda-assistant-sdk,0.4.0,python,3.12
anaconda-assistant-sdk,0.4.0,python,3.13
anaconda-assistant-sdk,0.4.0,python,
anaconda-assistant-sdk,0.4.0,python,3.9
anaconda-auth,0.10.0,python,3.10
anaconda-auth,0.10.0,python,3.11
anaconda-auth,0.10.0,python,3.12
anaconda-auth,0.10.0,python,3.13
anaconda-auth,0.10.0,python,3.9
anaconda-auth,0.11.0,python,3.10
anaconda-auth,0.11.0,python,3.11
anaconda-auth,0.11.0,python,3.12
anaconda-auth,0.11.0,python,3.13
anaconda-auth,0.12.0,python,3.10
anaconda-auth,0.12.0,python,3.11
anaconda-auth,0.12.0,python,3.12
anaconda-auth,0.12.0,python,3.13
anaconda-auth,0.12.0,python,
anaconda-auth,0.12.2,python,3.10
anaconda-auth,0.12.2,python,3.11
anaconda-auth,0.12.2,python,3.12
anaconda-auth,0.12.2,python,3.13
anaconda-auth,0.12.3,python,3.10
anaconda-auth,0.12.3,python,3.11
anaconda-auth,0.12.3,python,3.12
anaconda-auth,0.12.3,python,3.13
anaconda-auth,0.12.3,python,
anaconda-auth,0.13.0,python,3.10
anaconda-auth,0.13.0,python,3.11
anaconda-auth,0.13.0,python,3.12
anaconda-auth,0.13.0,python,3.13
anaconda-auth,0.13.0,python,
anaconda-auth,0.13.1,python,3.10
anaconda-auth,0.13.1,python,3.11
anaconda-auth,0.13.1,python,3.12
anaconda-auth,0.13.1,python,3.13
anaconda-auth,0.13.1,python,
anaconda-auth,0.14.2,python,3.10
anaconda-auth,0.14.2,python,3.11
anaconda-auth,0.14.2,python,3.12
anaconda-auth,0.14.2,python,3.13
anaconda-auth,0.14.2,python,
anaconda-auth,0.8.2,python,3.10
anaconda-auth,0.8.2,python,3.11
anaconda-auth,0.8.2,python,3.12
anaconda-auth,0.8.2,python,3.13
anaconda-auth,0.8.2,python,3.9
anaconda-auth,0.8.4,python,3.10
anaconda-auth,0.8.4,python,3.11
anaconda-auth,0.8.4,python,3.12
anaconda-auth,0.8.4,python,3.13
anaconda-auth,0.8.4,python,3.9
anaconda-auth,0.8.5,python,3.10
anaconda-auth,0.8.5,python,3.11
anaconda-auth,0.8.5,python,3.12
anaconda-auth,0.8.5,python,3.13
anaconda-auth,0.8.5,python,3.9
anaconda-auth,0.8.6,python,3.10
anaconda-auth,0.8.6,python,3.11
anaconda-auth,0.8.6,python,3.12
anaconda-auth,0.8.6,python,3.13
anaconda-auth,0.8.6,python,3.9
anaconda-auth,0.9.1,python,3.10
anaconda-auth,0.9.1,python,3.11
anaconda-auth,0.9.1,python,3.12
anaconda-auth,0.9.1,python,3.13
anaconda-auth,0.9.1,python,3.9
anaconda-catalogs,0.2.0,python,3.10
anaconda-catalogs,0.2.0,python,3.11
anaconda-catalogs,0.2.0,python,3.12
anaconda-catalogs,0.2.0,python,3.13
anaconda-catalogs,0.2.0,python,
anaconda-catalogs,0.2.0,python,3.8
anaconda-catalogs,0.2.0,python,3.9
anaconda-clean,1.1.0,python,3.10
anaconda-clean,1.1.0,python,3.8
anaconda-clean,1.1.0,python,3.9
anaconda-clean,1.1.1,python,3.10
anaconda-clean,1.1.1,python,3.11
anaconda-clean,1.1.1,python,3.12
anaconda-clean,1.1.1,python,3.13
anaconda-clean,1.1.1,python,
anaconda-clean,1.1.1,python,3.8
anaconda-clean,1.1.1,python,3.9
anaconda-cli-base,0.1.0,python,3.10
anaconda-cli-base,0.1.0,python,3.11
anaconda-cli-base,0.1.0,python,3.12
anaconda-cli-base,0.1.0,python,3.8
anaconda-cli-base,0.1.0,python,3.9
anaconda-cli-base,0.2.2,python,3.10
anaconda-cli-base,0.2.2,python,3.11
anaconda-cli-base,0.2.2,python,3.12
anaconda-cli-base,0.2.2,python,3.13
anaconda-cli-base,0.2.2,python,3.8
anaconda-cli-base,0.2.2,python,3.9
anaconda-cli-base,0.4.1,python,3.10
anaconda-cli-base,0.4.1,python,3.11
anaconda-cli-base,0.4.1,python,3.12
anaconda-cli-base,0.4.1,python,3.13
anaconda-cli-base,0.4.1,python,3.9
anaconda-cli-base,0.4.2,python,3.10
anaconda-cli-base,0.4.2,python,3.11
anaconda-cli-base,0.4.2,python,3.12
anaconda-cli-base,0.4.2,python,3.9
anaconda-cli-base,0.5.2,python,3.10
anaconda-cli-base,0.5.2,python,3.11
anaconda-cli-base,0.5.2,python,3.12
anaconda-cli-base,0.5.2,python,3.13
anaconda-cli-base,0.5.2,python,3.9
anaconda-cli-base,0.5.4,python,3.10
anaconda-cli-base,0.5.4,python,3.11
anaconda-cli-base,0.5.4,python,3.12
anaconda-cli-base,0.5.4,python,3.13
anaconda-cli-base,0.5.4,python,3.9
anaconda-cli-base,0.6.0,python,3.10
anaconda-cli-base,0.6.0,python,3.11
anaconda-cli-base,0.6.0,python,3.12
anaconda-cli-base,0.6.0,python,3.13
anaconda-cli-base,0.6.0,python,
anaconda-cli-base,0.7.0,python,3.10
anaconda-cli-base,0.7.0,python,3.11
anaconda-cli-base,0.7.0,python,3.12
anaconda-cli-base,0.7.0,python,3.13
anaconda-cli-base,0.7.0,python,
anaconda-cli-base,0.8.1,python,3.10
anaconda-cli-base,0.8.1,python,3.11
